"Country or Area","Year","Area","Sex","Age","Industry","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Male","50 - 54","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","32080","1"
"Australia","2016","Total","Male","50 - 54","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","7298","1"
"Australia","2016","Total","Male","50 - 54","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","8441","1"
"Australia","2016","Total","Male","50 - 54","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Male","50 - 54","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","58","1"
"Australia","2016","Total","Male","50 - 54","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","31255","1"
"Australia","2016","Total","Male","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2017","571887","1"
"Australia","2016","Total","Male","55 - 59","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","22481","1"
"Australia","2016","Total","Male","55 - 59","Fishing (ISIC Rev.3/3.1: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","711","1"
"Australia","2016","Total","Male","55 - 59","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","11677","1"
"Australia","2016","Total","Male","55 - 59","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","56427","1"
"Australia","2016","Total","Male","55 - 59","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","7414","1"
"Australia","2016","Total","Male","55 - 59","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","60655","1"
"Australia","2016","Total","Male","55 - 59","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","57637","1"
"Australia","2016","Total","Male","55 - 59","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","14961","1"
"Australia","2016","Total","Male","55 - 59","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","51677","1"
"Australia","2016","Total","Male","55 - 59","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","13667","1"
"Australia","2016","Total","Male","55 - 59","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","50416","1"
"Australia","2016","Total","Male","55 - 59","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","38585","1"
"Australia","2016","Total","Male","55 - 59","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","29648","1"
"Australia","2016","Total","Male","55 - 59","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","31739","1"
"Australia","2016","Total","Male","55 - 59","Other community, social and personal service activities (ISIC Rev.3/3.1: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","24469","1"
"Australia","2016","Total","Male","55 - 59","Activities of private households as employers and undifferentiated production activities of private households (ISIC Rev.3/3.1: Category P)","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Total","Male","55 - 59","Extraterritorial organizations and bodies (ISIC Rev.3/3.1: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","41","1"
"Australia","2016","Total","Male","55 - 59","Not defined/not classifiable","Census - de jure - complete tabulation","Final figure, complete","2017","27877","1"
"Australia","2016","Total","Male","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2017","500078","1"
"Australia","2016","Total","Male","55 - 59","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","19854","1"
"Australia","2016","Total","Male","55 - 59","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","12907","1"
"Australia","2016","Total","Male","55 - 59","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","54961","1"
"Australia","2016","Total","Male","55 - 59","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","4960","1"
"Australia","2016","Total","Male","55 - 59","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","5222","1"
"Australia","2016","Total","Male","55 - 59","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","61376","1"
"Australia","2016","Total","Male","55 - 59","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","56696","1"
"Australia","2016","Total","Male","55 - 59","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","42304","1"
"Australia","2016","Total","Male","55 - 59","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","14961","1"
"Australia","2016","Total","Male","55 - 59","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","14942","1"
"Australia","2016","Total","Male","55 - 59","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","13656","1"
"Australia","2016","Total","Male","55 - 59","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","6155","1"
"Australia","2016","Total","Male","55 - 59","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","26202","1"
"Australia","2016","Total","Male","55 - 59","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","25115","1"
"Australia","2016","Total","Male","55 - 59","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","38585","1"
"Australia","2016","Total","Male","55 - 59","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","30377","1"
"Australia","2016","Total","Male","55 - 59","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","31321","1"
"Australia","2016","Total","Male","55 - 59","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","6527","1"
"Australia","2016","Total","Male","55 - 59","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","7982","1"
"Australia","2016","Total","Male","55 - 59","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Total","Male","55 - 59","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","41","1"
"Australia","2016","Total","Male","55 - 59","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","25923","1"
"Australia","2016","Total","Male","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2017","500078","1"
"Australia","2016","Total","Male","60 - 64","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","19907","1"
"Australia","2016","Total","Male","60 - 64","Fishing (ISIC Rev.3/3.1: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","528","1"
"Australia","2016","Total","Male","60 - 64","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","5780","1"
"Australia","2016","Total","Male","60 - 64","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","36297","1"
"Australia","2016","Total","Male","60 - 64","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","4073","1"
"Australia","2016","Total","Male","60 - 64","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","39948","1"
"Australia","2016","Total","Male","60 - 64","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","40540","1"
"Australia","2016","Total","Male","60 - 64","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","11075","1"
"Australia","2016","Total","Male","60 - 64","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","36853","1"
"Australia","2016","Total","Male","60 - 64","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","8112","1"
"Australia","2016","Total","Male","60 - 64","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","38388","1"
"Australia","2016","Total","Male","60 - 64","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","23311","1"
"Australia","2016","Total","Male","60 - 64","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","22551","1"
"Australia","2016","Total","Male","60 - 64","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","24072","1"
"Australia","2016","Total","Male","60 - 64","Other community, social and personal service activities (ISIC Rev.3/3.1: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","18396","1"
"Australia","2016","Total","Male","60 - 64","Activities of private households as employers and undifferentiated production activities of private households (ISIC Rev.3/3.1: Category P)","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Male","60 - 64","Extraterritorial organizations and bodies (ISIC Rev.3/3.1: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","44","1"
"Australia","2016","Total","Male","60 - 64","Not defined/not classifiable","Census - de jure - complete tabulation","Final figure, complete","2017","19882","1"
"Australia","2016","Total","Male","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2017","349759","1"
"Australia","2016","Total","Male","60 - 64","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","17847","1"
"Australia","2016","Total","Male","60 - 64","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","6528","1"
"Australia","2016","Total","Male","60 - 64","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","35131","1"
"Australia","2016","Total","Male","60 - 64","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","2490","1"
"Australia","2016","Total","Male","60 - 64","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","3364","1"
"Australia","2016","Total","Male","60 - 64","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","40493","1"
"Australia","2016","Total","Male","60 - 64","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","39851","1"
"Australia","2016","Total","Male","60 - 64","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","30825","1"
"Australia","2016","Total","Male","60 - 64","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","11075","1"
"Australia","2016","Total","Male","60 - 64","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","8506","1"
"Australia","2016","Total","Male","60 - 64","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","8105","1"
"Australia","2016","Total","Male","60 - 64","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","5113","1"
"Australia","2016","Total","Male","60 - 64","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","21529","1"
"Australia","2016","Total","Male","60 - 64","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","18847","1"
"Australia","2016","Total","Male","60 - 64","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","23311","1"
"Australia","2016","Total","Male","60 - 64","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","23162","1"
"Australia","2016","Total","Male","60 - 64","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","23719","1"
"Australia","2016","Total","Male","60 - 64","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","4898","1"
"Australia","2016","Total","Male","60 - 64","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","6277","1"
"Australia","2016","Total","Male","60 - 64","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Male","60 - 64","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","44","1"
"Australia","2016","Total","Male","60 - 64","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","18623","1"
"Australia","2016","Total","Male","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2017","349759","1"
"Australia","2016","Total","Male","65 - 69","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","14185","1"
"Australia","2016","Total","Male","65 - 69","Fishing (ISIC Rev.3/3.1: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","300","1"
"Australia","2016","Total","Male","65 - 69","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","1695","1"
"Australia","2016","Total","Male","65 - 69","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","14352","1"
"Australia","2016","Total","Male","65 - 69","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","1213","1"
"Australia","2016","Total","Male","65 - 69","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","16172","1"
"Australia","2016","Total","Male","65 - 69","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","20058","1"
"Australia","2016","Total","Male","65 - 69","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","5543","1"
"Australia","2016","Total","Male","65 - 69","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","17266","1"
"Australia","2016","Total","Male","65 - 69","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","4129","1"
"Australia","2016","Total","Male","65 - 69","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","22830","1"
"Australia","2016","Total","Male","65 - 69","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","8513","1"
"Australia","2016","Total","Male","65 - 69","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","10813","1"
"Australia","2016","Total","Male","65 - 69","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","12210","1"
"Australia","2016","Total","Male","65 - 69","Other community, social and personal service activities (ISIC Rev.3/3.1: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","9913","1"
"Australia","2016","Total","Male","65 - 69","Activities of private households as employers and undifferentiated production activities of private households (ISIC Rev.3/3.1: Category P)","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Total","Male","65 - 69","Extraterritorial organizations and bodies (ISIC Rev.3/3.1: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Total","Male","65 - 69","Not defined/not classifiable","Census - de jure - complete tabulation","Final figure, complete","2017","10456","1"
"Australia","2016","Total","Male","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2017","169675","1"
"Australia","2016","Total","Male","65 - 69","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","13294","1"
"Australia","2016","Total","Male","65 - 69","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","2053","1"
"Australia","2016","Total","Male","65 - 69","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","13681","1"
"Australia","2016","Total","Male","65 - 69","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","690","1"
"Australia","2016","Total","Male","65 - 69","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","1169","1"
"Australia","2016","Total","Male","65 - 69","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","16469","1"
"Australia","2016","Total","Male","65 - 69","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","19734","1"
"Australia","2016","Total","Male","65 - 69","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","15061","1"
"Australia","2016","Total","Male","65 - 69","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","5543","1"
"Australia","2016","Total","Male","65 - 69","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","3488","1"
"Australia","2016","Total","Male","65 - 69","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","4118","1"
"Australia","2016","Total","Male","65 - 69","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","3684","1"
"Australia","2016","Total","Male","65 - 69","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","13859","1"
"Australia","2016","Total","Male","65 - 69","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","8931","1"
"Australia","2016","Total","Male","65 - 69","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","8513","1"
"Australia","2016","Total","Male","65 - 69","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","11192","1"
"Australia","2016","Total","Male","65 - 69","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","11970","1"
"Australia","2016","Total","Male","65 - 69","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","2701","1"
"Australia","2016","Total","Male","65 - 69","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","3742","1"
"Australia","2016","Total","Male","65 - 69","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Total","Male","65 - 69","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Total","Male","65 - 69","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","9759","1"
"Australia","2016","Total","Male","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2017","169675","1"
"Australia","2016","Total","Male","70 - 74","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","8991","1"
"Australia","2016","Total","Male","70 - 74","Fishing (ISIC Rev.3/3.1: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","121","1"
"Australia","2016","Total","Male","70 - 74","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","380","1"
"Australia","2016","Total","Male","70 - 74","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","4407","1"
"Australia","2016","Total","Male","70 - 74","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","266","1"
"Australia","2016","Total","Male","70 - 74","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","4647","1"
"Australia","2016","Total","Male","70 - 74","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","7299","1"
"Australia","2016","Total","Male","70 - 74","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","2079","1"
"Australia","2016","Total","Male","70 - 74","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","5550","1"
"Australia","2016","Total","Male","70 - 74","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","1700","1"
"Australia","2016","Total","Male","70 - 74","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","9699","1"
"Australia","2016","Total","Male","70 - 74","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","2301","1"
"Australia","2016","Total","Male","70 - 74","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","3664","1"
"Australia","2016","Total","Male","70 - 74","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","4692","1"
"Australia","2016","Total","Male","70 - 74","Other community, social and personal service activities (ISIC Rev.3/3.1: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","4183","1"
"Australia","2016","Total","Male","70 - 74","Activities of private households as employers and undifferentiated production activities of private households (ISIC Rev.3/3.1: Category P)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","70 - 74","Extraterritorial organizations and bodies (ISIC Rev.3/3.1: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Total","Male","70 - 74","Not defined/not classifiable","Census - de jure - complete tabulation","Final figure, complete","2017","4922","1"
"Australia","2016","Total","Male","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2017","64911","1"
"Australia","2016","Total","Male","70 - 74","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","8738","1"
"Australia","2016","Total","Male","70 - 74","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","517","1"
"Australia","2016","Total","Male","70 - 74","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","4059","1"
"Australia","2016","Total","Male","70 - 74","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","145","1"
"Australia","2016","Total","Male","70 - 74","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","302","1"
"Australia","2016","Total","Male","70 - 74","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","4780","1"
"Australia","2016","Total","Male","70 - 74","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","7174","1"
"Australia","2016","Total","Male","70 - 74","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","4936","1"
"Australia","2016","Total","Male","70 - 74","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","2079","1"
"Australia","2016","Total","Male","70 - 74","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","1189","1"
"Australia","2016","Total","Male","70 - 74","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","1696","1"
"Australia","2016","Total","Male","70 - 74","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","1926","1"
"Australia","2016","Total","Male","70 - 74","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","6023","1"
"Australia","2016","Total","Male","70 - 74","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","3095","1"
"Australia","2016","Total","Male","70 - 74","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","2301","1"
"Australia","2016","Total","Male","70 - 74","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","3856","1"
"Australia","2016","Total","Male","70 - 74","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","4575","1"
"Australia","2016","Total","Male","70 - 74","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","1302","1"
"Australia","2016","Total","Male","70 - 74","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","1602","1"
"Australia","2016","Total","Male","70 - 74","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","70 - 74","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Total","Male","70 - 74","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","4606","1"
"Australia","2016","Total","Male","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2017","64911","1"
"Australia","2016","Total","Male","75 +","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","8670","1"
"Australia","2016","Total","Male","75 +","Fishing (ISIC Rev.3/3.1: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","98","1"
"Australia","2016","Total","Male","75 +","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","175","1"
"Australia","2016","Total","Male","75 +","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","2241","1"
"Australia","2016","Total","Male","75 +","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","103","1"
